auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-McSorleysIrishPaleAle_8074.jpeg,,McSorley's Irish Pale Ale,pabst-brewing-company-mcsorley-s-irish-pale-ale,Red Ale - Irish,8074,963,https://untappd.akamaized.net/site/brewery_logos/brewery-pbr.jpg,Pabst Brewing Company,pabst-brewing-company,Macro Brewery,https://www.facebook.com/PabstBrewingCo,pabstblueribbon,http://www.pabstbrewingco.com,United States,Woodridge,IL,41.7181,-88.009,,,"Mon, 08 Nov 2010 14:03:23 +0000",0,1,8074.0,"Thu, 01 Jan 1970 00:00:00 +0000",14230.0,7569,3.34265,,77,11650,9372,0,,,,,,,,,,,0.0,[],3.35459,False
0,6.5,"Woodshed is a unique IPA experience - something of a hybrid British IPA/ American IPA, brewed with two types of oak chips for a truly distinctive flavor. English First Gold and Fugles hops lend fruity and woodsy notes to the aroma, as well as a restrained bitterness, and an unmistakable yet subdued oaky essence winds its way throughout this beer's character. Imagine a hearty, heavily-hopped ale riding in an oak barrel on a tallship to India 150 years ago.",65,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Woodshed Oaked IPA,vintage-brewing-company-woodshed-oaked-ipa,IPA - American,14231,3756,https://untappd.akamaized.net/site/brewery_logos/brewery-3756_75a71.jpeg,Vintage Brewing Company,vintage-brewing-company,Brew Pub,http://www.facebook.com/pages/Vintage-Brewing-Co/119084628122293,vintagebrewer,http://vintagebrewingco.com/,United States,Madison,WI,43.0516,-89.4737,,,"Sat, 11 Dec 2010 13:35:56 +0000",0,1,,,,2498,3.63801,,52,3566,2795,0,,,,,,,,,,,0.0,[],3.63941,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Pyramid Rock Pale Ale,la-cumbre-brewing-company-pyramid-rock-pale-ale,Pale Ale - American,14238,3761,https://untappd.akamaized.net/site/brewery_logos/brewery-LaCumbreBrewingCompany_3761.jpeg,La Cumbre Brewing Company,la-cumbre-brewing-company,Micro Brewery,http://www.facebook.com/pages/La-Cumbre-Brewing-Co/141058152588214,LaCumbreBrewing,http://www.lacumbrebrewing.com/,United States,Albuquerque,NM,35.1179,-106.614,,,"Sat, 11 Dec 2010 13:51:20 +0000",0,1,14238.0,"Thu, 01 Jan 1970 00:00:00 +0000",14232.0,536,3.47435,,1,750,650,0,,,,,,,,,,,0.0,[],3.53844,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Russian Imperial Stout,homebrews-russian-imperial-stout,Stout - Russian Imperial,14233,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,,,"Sat, 11 Dec 2010 13:40:20 +0000",1,1,,,,70,3.89643,,3,133,91,0,,,,,,,,,,,0.0,[],3.89336,False
0,9.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-AffligemNoelChristmasAle_2731.jpeg,,No?l,affligem-brouwerij-noel,Belgian Strong Dark Ale,2731,16791,https://untappd.akamaized.net/site/brewery_logos/brewery-16791_f0492.jpeg,Affligem Brouwerij,affligem-brouwerij,Macro Brewery,,,http://www.affligembeer.be,Belgium,Opwijk,Vlaams-Brabant,50.971,4.19098,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,2731.0,"Sun, 04 Mar 2012 18:26:48 +0000",14234.0,6229,3.75991,,8,8217,7266,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 1338797, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-AffligemNoelChristmasAle_2731.jpeg', 'beer_slug': 'affligem-brouwerij-noel-2008', 'beer_name': 'No?l (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1359480, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-AffligemNoelChristmasAle_2731.jpeg', 'beer_slug': 'affligem-brouwerij-noel-1996', 'beer_name': 'No?l (1996)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1368786, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-AffligemNoelChristmasAle_2731.jpeg', 'beer_slug': 'affligem-brouwerij-noel-2011', 'beer_name': 'No?l (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1384066, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-AffligemNoelChristmasAle_2731.jpeg', 'beer_slug': 'affligem-brouwerij-noel-2009', 'beer_name': 'No?l (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1800347, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-AffligemNoelChristmasAle_2731.jpeg', 'beer_slug': 'affligem-brouwerij-noel-2012', 'beer_name': 'No?l (2012)', 'is_vintage': 1, 'is_variant': 0}}]",3.75482,False
0,8.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Whobilation,san-diego-brewing-company-whobilation,Belgian Strong Dark Ale,14235,2904,https://untappd.akamaized.net/site/brewery_logos/brewery-SanDiegoBrewingCo_2904.jpeg,San Diego Brewing Company,san-diego-brewing-company,Micro Brewery,http://www.facebook.com/SanDiegoBrewing,SanDiegoBrewing,http://www.sandiegobrewing.com/,United States,San Diego,CA,32.7922,-117.099,,,"Sat, 11 Dec 2010 13:40:54 +0000",0,0,,,,0,0.0,,0,2,2,0,,,,,,,,,,,0.0,[],3.59537,False
0,6.0,"Also known as ""Oude Kriek Van Schaerbeekse Krieken 35%"".",0,https://untappd.akamaized.net/site/beer_logos/beer-_14236_sm_ba6b7052d10d7daf294d863526d50a.jpeg,,Schaerbeekse Kriek,brouwerij-3-fonteinen-schaerbeekse-kriek,Lambic - Kriek,14236,3562,https://untappd.akamaized.net/site/brewery_logos/brewery-3562_fd387.jpeg,Brouwerij 3 Fonteinen,brouwerij-3-fonteinen,Micro Brewery,https://www.facebook.com/Brouwerij3Fonteinen/,3fonteinen,http://www.3fonteinen.be,Belgium,1650 Beersel,,50.7667,4.30729,,,"Sat, 11 Dec 2010 13:47:29 +0000",0,1,,,,1747,4.47095,,13,2564,2230,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 102321, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_102321_sm_8d10cd51f2c77af2e92b77b824a43a.jpeg', 'beer_slug': 'brouwerij-3-fonteinen-schaerbeekse-kriek-2011', 'beer_name': 'Schaerbeekse Kriek (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 110391, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_110391_sm_0c334608e30fee99859241e19ad163.jpeg', 'beer_slug': 'brouwerij-3-fonteinen-schaerbeekse-kriek-2010', 'beer_name': 'Schaerbeekse Kriek (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 169406, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_169406_sm_0a8d84498329968bf9dbd7b85a2d37.jpeg', 'beer_slug': 'brouwerij-3-fonteinen-schaerbeekse-kriek-2004', 'beer_name': 'Schaerbeekse Kriek (2004)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 179601, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_179601_sm_36725b1ce76704643cfd2e4c30071d.jpeg', 'beer_slug': 'brouwerij-3-fonteinen-schaerbeekse-kriek-2005', 'beer_name': 'Schaerbeekse Kriek (2005)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 184777, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_184777_sm_9ef41053c12766d2356b25676b9518.jpeg', 'beer_slug': 'brouwerij-3-fonteinen-schaerbeekse-kriek-2007', 'beer_name': 'Schaerbeekse Kriek (2007)', 'is_vintage': 1, 'is_variant': 0}}]",4.34906,False
0,7.2,,100,https://untappd.akamaized.net/site/beer_logos/beer-ElevatedIPA_14237.jpeg,,Elevated IPA,la-cumbre-brewing-company-elevated-ipa,IPA - American,14237,3761,https://untappd.akamaized.net/site/brewery_logos/brewery-LaCumbreBrewingCompany_3761.jpeg,La Cumbre Brewing Company,la-cumbre-brewing-company,Micro Brewery,http://www.facebook.com/pages/La-Cumbre-Brewing-Co/141058152588214,LaCumbreBrewing,http://www.lacumbrebrewing.com/,United States,Albuquerque,NM,35.1179,-106.614,,,"Sat, 11 Dec 2010 13:51:15 +0000",0,1,,,,18955,4.10972,,546,38575,21153,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 511781, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-elevated-ipa-dry-hopped-w-citra', 'beer_name': 'Elevated IPA (Dry Hopped w/ Citra)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 516061, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-elevated-ipa-dry-hopped-w-amarillo', 'beer_name': 'Elevated IPA (Dry Hopped w/ Amarillo)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 518452, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-elevated-ipa-dry-hopped-w-mosaic', 'beer_name': 'Elevated IPA (Dry Hopped w/ Mosaic)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 537229, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-elevated-ipa-dry-hopped-w-nelson-sauvin', 'beer_name': 'Elevated IPA (Dry Hopped w/ Nelson Sauvin)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 541265, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-elevated-ipa-dry-hopped-w-sterling', 'beer_name': 'Elevated IPA (Dry Hopped w/ Sterling)', 'is_vintage': 0, 'is_variant': 1}}]",4.10245,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Pyramid Rock Pale Ale,la-cumbre-brewing-company-pyramid-rock-pale-ale,Pale Ale - American,14238,3761,https://untappd.akamaized.net/site/brewery_logos/brewery-LaCumbreBrewingCompany_3761.jpeg,La Cumbre Brewing Company,la-cumbre-brewing-company,Micro Brewery,http://www.facebook.com/pages/La-Cumbre-Brewing-Co/141058152588214,LaCumbreBrewing,http://www.lacumbrebrewing.com/,United States,Albuquerque,NM,35.1179,-106.614,,,"Sat, 11 Dec 2010 13:51:20 +0000",0,1,,,,536,3.47435,,1,750,650,0,,,,,,,,,,,0.0,[],3.53844,False
0,7.2,,100,https://untappd.akamaized.net/site/beer_logos/beer-ElevatedIPA_14237.jpeg,,Elevated IPA,la-cumbre-brewing-company-elevated-ipa,IPA - American,14237,3761,https://untappd.akamaized.net/site/brewery_logos/brewery-LaCumbreBrewingCompany_3761.jpeg,La Cumbre Brewing Company,la-cumbre-brewing-company,Micro Brewery,http://www.facebook.com/pages/La-Cumbre-Brewing-Co/141058152588214,LaCumbreBrewing,http://www.lacumbrebrewing.com/,United States,Albuquerque,NM,35.1179,-106.614,,,"Sat, 11 Dec 2010 13:51:15 +0000",0,1,14237.0,"Thu, 01 Jan 1970 00:00:00 +0000",14239.0,18955,4.10972,,546,38575,21153,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 511781, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-elevated-ipa-dry-hopped-w-citra', 'beer_name': 'Elevated IPA (Dry Hopped w/ Citra)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 516061, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-elevated-ipa-dry-hopped-w-amarillo', 'beer_name': 'Elevated IPA (Dry Hopped w/ Amarillo)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 518452, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-elevated-ipa-dry-hopped-w-mosaic', 'beer_name': 'Elevated IPA (Dry Hopped w/ Mosaic)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 537229, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-elevated-ipa-dry-hopped-w-nelson-sauvin', 'beer_name': 'Elevated IPA (Dry Hopped w/ Nelson Sauvin)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 541265, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-elevated-ipa-dry-hopped-w-sterling', 'beer_name': 'Elevated IPA (Dry Hopped w/ Sterling)', 'is_vintage': 0, 'is_variant': 1}}]",4.10245,False
0,7.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-14240_d26fb_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14240_ccba0_hd.jpeg,Stout,echigo-beer-co-stout,Stout - Other,14240,1516,https://untappd.akamaized.net/site/brewery_logos/brewery-1516_112db.jpeg,Echigo Beer Co.,echigo-beer-co,Micro Brewery,http://www.facebook.com/echigobeer,echigo_beer,http://www.echigo-beer.jp/,Japan,Niigata-shi,Niigata,37.7912,138.872,,,"Sat, 11 Dec 2010 14:21:26 +0000",0,1,,,,4451,3.56055,,128,5387,4979,0,,,,,,,,,,,0.0,[],3.56634,False
0,7.5,"This is a meal in a glass. Brewed with 7 different malts and served cask-conditioned, you should be ready for a full onslaught of creamy stout intensity. Broadly in the style of a Foreign Extra Stout, this is our heaviest and most intense year-round offering. ",60,https://untappd.akamaized.net/site/beer_logos/beer-14241_15330_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14241_afabe_hd.jpeg,Malpais Stout,la-cumbre-brewing-company-malpais-stout,Stout - Foreign / Export,14241,3761,https://untappd.akamaized.net/site/brewery_logos/brewery-LaCumbreBrewingCompany_3761.jpeg,La Cumbre Brewing Company,la-cumbre-brewing-company,Micro Brewery,http://www.facebook.com/pages/La-Cumbre-Brewing-Co/141058152588214,LaCumbreBrewing,http://www.lacumbrebrewing.com/,United States,Albuquerque,NM,35.1179,-106.614,,,"Sat, 11 Dec 2010 14:23:14 +0000",0,1,,,,5385,3.92312,,88,8204,6001,0,,,,,,,,,,,3.0,"[{'beer': {'bid': 694551, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-malpais-stout-w-vanilla-beans', 'beer_name': 'Malpais Stout (w/ Vanilla Beans)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 984705, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-malpais-chocolate-milk-stout', 'beer_name': 'Malpais Chocolate Milk Stout', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1233021, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'la-cumbre-brewing-company-milk-malpais-stout', 'beer_name': 'Milk Malpais Stout', 'is_vintage': 0, 'is_variant': 1}}]",3.90853,False
0,11.3,"This unique Barley Wine Style beer is brewed iwth 57% wheat, 43% barley, and German hops. We boil the 25.2 Plato wort for three hours. Then we start the fermentation with our Hefe Weizen yeast and finish it with a Scottish Ale yeast. Bare Tree is then oak aged for over one year before its release. The resulting product is extremely complex with flavors of caramel, melon, apricot, vanilla, oak, black pepper, and subtle banana. The flavors come in large part from the raw ingredients and this will vary from year to year. Bare Tree is ready to drink now, but like wine, will age in the bottle for the next several years.",0,https://untappd.akamaized.net/site/beer_logos/beer-BareTreeWeissWineVintage2008_14242.jpeg,,Bare Tree Weiss Wine (2008),two-brothers-brewing-company-bare-tree-weiss-wine-2008,Wheat Wine,14242,1298,https://untappd.akamaized.net/site/brewery_logos/brewery-1298_ea7cf.jpeg,Two Brothers Brewing Company,two-brothers-brewing-company,Micro Brewery,http://www.facebook.com/TwoBrothersBrewing,twobrothersbeer,http://twobrothersbrewing.com/,United States,Warrenville,IL,41.8243,-88.2123,,,"Sat, 11 Dec 2010 14:31:19 +0000",0,0,,,,109,3.69954,,0,155,145,0,,,,,,11.0,Bare Tree Weiss Wine,two-brothers-brewing-company-bare-tree-weiss-wine,109520.0,87.0,,,3.66313,False
0,4.9,One of the most award-winning American style pale ales in the country. This is the American beer style that started a revolution in taste. We've taken the classic British pale ale and elevated it with a wonderful dose of northwest American hops. A crisp floral hop aroma precedes a medium-bodied clean finishing ale.,38,https://untappd.akamaized.net/site/beer_logos/beer-5427_83e52_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5427_93d2f_hd.jpeg,Pale 31,firestone-walker-brewing-company-pale-31,Pale Ale - American,5427,524,https://untappd.akamaized.net/site/brewery_logos/brewery-524_e835d.jpeg,Firestone Walker Brewing Company,firestone-walker-brewing-company,Micro Brewery,http://www.facebook.com/#!/firestone.walker,FirestoneWalker,http://www.firestonebeer.com/,United States,Paso Robles,CA,35.5953,-120.694,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5427.0,"Thu, 01 Jan 1970 00:00:00 +0000",14243.0,59185,3.60229,,838,92007,66292,0,,,,,,,,,,,4.0,"[{'beer': {'bid': 980952, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-980952_87135_sm.jpeg', 'beer_slug': 'firestone-walker-brewing-company-pale-31-2012', 'beer_name': 'Pale 31 (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1011780, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-5427_83e52_sm.jpeg', 'beer_slug': 'firestone-walker-brewing-company-pale-31-2015', 'beer_name': 'Pale 31 (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1613452, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'firestone-walker-brewing-company-pale-31-2009', 'beer_name': 'Pale 31 (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1851039, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'firestone-walker-brewing-company-pale-31-2016', 'beer_name': 'Pale 31 (2016) ', 'is_vintage': 1, 'is_variant': 0}}]",3.60253,False
0,5.6,"Four different malted barleys combined to create a distinctive, full-bodied beer with a roasted nuttiness, uniquely enhanced by a hint of hazelnuts.",0,https://untappd.akamaized.net/site/beer_logos/beer-RiverdriverHazelnutPorter_32295.jpeg,,Hazelnut Porter,sea-dog-brewing-company-riverdriver-hazelnut-porter,Porter - American,32295,1125,https://untappd.akamaized.net/site/brewery_logos/brewery-SeaDogBrewingCompany_1125.jpeg,Sea Dog Brewing Company,sea-dog-brewing-company,Micro Brewery,http://www.facebook.com/SeaDogBrewing,seadogbrewing,http://www.seadogbrewing.com/,United States,Portland,ME,43.6621,-70.2485,,,"Mon, 21 Feb 2011 02:34:12 +0000",0,1,32295.0,"Wed, 23 Nov 2011 02:43:15 +0000",14244.0,10693,3.48017,,129,13586,12056,0,,,,,,,,,,,0.0,[],3.48491,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Vienna Lager,widmer-brothers-brewing-vienna-lager,Lager - Vienna,14245,3028,https://untappd.akamaized.net/site/brewery_logos/brewery-3028_fdb36.jpeg,Widmer Brothers Brewing,widmer-brothers-brewing,Micro Brewery,http://www.facebook.com/WidmerBrothersBrewing,widmerbrothers,http://www.widmerbrothers.com,United States,Portland,OR,45.541,-122.676,,,"Sat, 11 Dec 2010 15:02:36 +0000",0,1,,,,3,0.0,,0,9,8,0,,,,,,,,,,,0.0,[],3.59743,False
0,10.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Oleator Dopplebock,sand-creek-brewing-co-oleator-dopplebock,Doppelbock ,14246,1103,https://untappd.akamaized.net/site/brewery_logos/brewery-1103_543ec.jpeg,Sand Creek Brewing Company,sand-creek-brewing-company,Micro Brewery,http://www.facebook.com/sandcreekbrewery,sandcreekbrew,http://www.sandcreekbrewing.com,United States,Black River Falls,WI,44.2927,-90.8518,,,"Sat, 11 Dec 2010 15:06:59 +0000",0,1,,,,6,0.0,,0,8,8,0,,,,,,,,,,,0.0,[],3.57157,False
0,10.8,Side Project vol. 12,110,https://untappd.akamaized.net/site/beer_logos/beer-terrapinHopzilla.jpg,,Hopzilla (Side Project Volume 12),terrapin-beer-co-hopzilla-side-project-volume-12,IPA - Imperial / Double,22603,1243,https://untappd.akamaized.net/site/brewery_logos/brewery-1243_f9dda.jpeg,Terrapin Beer Co. ,terrapin-beer-co,Micro Brewery,http://www.facebook.com/terrapinbeerco,TerrapinBeerCo,http://terrapinbeer.com/,United States,Athens,GA,33.9804,-83.3957,,,"Sat, 08 Jan 2011 07:13:24 +0000",0,0,22603.0,"Thu, 01 Jan 1970 00:00:00 +0000",14247.0,1281,4.05933,,1,2561,1751,0,,,,,,,,,,,0.0,[],3.98057,False
0,11.0,"Odin's Tipple was meant to be a strong beer, but we changed our minds...its still strong but we wont follow the mega strong trend. It should be possible to make great beer without the extreme alcohol potency. Odins Tipple is now approx 11% abv, it?s a dark almost black beer from lots and lots of chocolate malt. Its the malt that contributes the flavor...no added coffee or anything else, Its got a great body without being old engine oil and still very drinkable due to the wild yeast we use. This beer is made with a single strain of wild yeast and the recipe is dead simple.",65,https://untappd.akamaized.net/site/beer_logos/beer-OdinsTipple_10907.jpeg,,Odin's Tipple,haandbryggeriet-odin-s-tipple,Stout - Russian Imperial,10907,2206,https://untappd.akamaized.net/site/brewery_logos/brewery-HaandBryggeriet_2206.jpeg,HaandBryggeriet,haandbryggeriet,Micro Brewery,https://www.facebook.com/Haandbryggeriet-321958088808/,,http://www.haandbryggeriet.net,Norway,Drammen,,59.7414,10.231,,,"Thu, 25 Nov 2010 08:59:39 +0000",0,1,10907.0,"Thu, 01 Jan 1970 00:00:00 +0000",14248.0,8575,3.96758,,168,10598,9348,0,,,,,,,,,,,0.0,[],3.9567,False
0,7.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-14249_7a3c2_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14249_8cb5e_hd.jpeg,Frosty's Revenge,amnesia-brewing-frosty-s-revenge,Winter Warmer,14249,3235,https://untappd.akamaized.net/site/brewery_logos/brewery-3235_02c95.jpeg,Amnesia Brewing,amnesia-brewing,Micro Brewery,https://www.facebook.com/pages/Amnesia-Brewing/111919678932987,amnesiabrewing,http://www.amnesiabrews.com/,United States,Washougal,WA,45.5783,-122.352,,,"Sat, 11 Dec 2010 15:27:19 +0000",0,1,,,,305,3.64344,,1,407,361,0,,,,,,,,,,,0.0,[],3.64707,False
0,6.1,Roggenbier,0,https://untappd.akamaized.net/site/beer_logos/beer-Scratch28TroggenRoggen_14250.jpeg,,Scratch 28 - Troggen Roggen,troegs-brewing-company-scratch-28-troggen-roggen,Rye Beer,14250,2583,https://untappd.akamaized.net/site/brewery_logos/brewery-2583_bfb6f.jpeg,Tr?egs Independent Brewing,troegs-independent-brewing,Micro Brewery,https://www.facebook.com/troegsbrewingco,TroegsBeer,http://www.troegs.com/,United States,Hershey,PA,40.2933,-76.6576,,,"Sat, 11 Dec 2010 15:28:00 +0000",0,0,,,,18,3.66667,,0,40,38,0,,,,,,,,,,,0.0,[],3.65108,False
0,6.8,"Dry is a dry, crisp, full-bodied bittersweet cider with hint of sweetness and light effervescence, complements any meal, as well as a social drink to enjoy with friends and appetizers. Residual sugar is approximately 1.5%. ",0,https://untappd.akamaized.net/site/beer_logos/beer-_14251_sm_158bb196802ad6a0c1d7eef886a69e.jpeg,,Traditional Cider Dry,westcott-bay-cider-traditional-cider-dry,Cider,14251,3763,https://untappd.akamaized.net/site/brewery_logos/brewery-3763_b88de.jpeg,Westcott Bay Cider,westcott-bay-cider,Cidery / Meadery,,,westcottbaycider.com/,United States,Friday Harbor,WA,48.6029,-123.163,,,"Sat, 11 Dec 2010 15:29:20 +0000",0,1,,,,81,3.78704,,0,183,122,0,,,,,,,,,,,0.0,[],3.67897,False
0,6.2,A blend of apples from OR and WA. An off dry cider with a unique complexity. ABV 6.2%,0,https://untappd.akamaized.net/site/beer_logos/beer-Anthemcider_29578.jpeg,,Anthem Apple,wandering-aengus-ciderworks-anthem-apple,Cider,29578,4475,https://untappd.akamaized.net/site/brewery_logos/brewery-wanderingaengusciderworks_4475.jpeg,Wandering Aengus Ciderworks,wandering-aengus-ciderworks,Cidery / Meadery,http://www.facebook.com/WanderingAengusCider,wacider,http://www.wanderingaengus.com,United States,Salem,OR,44.8907,-122.999,,,"Thu, 10 Feb 2011 04:11:32 +0000",0,1,29578.0,"Sun, 24 Jun 2012 11:17:52 +0000",14252.0,0,0.0,True,0,0,0,0,,,,,,,,,,,0.0,[],0.0,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Christmas Jam White Ale,asheville-brewing-company-christmas-jam-white-ale,Witbier,14322,3821,https://untappd.akamaized.net/site/brewery_logos/brewery-AshevilleBrewingCompany_3821.jpeg,Asheville Brewing Company,asheville-brewing-company,Micro Brewery,http://www.facebook.com/asheville.brewing,ashevillebrewin,http://ashevillebrewing.com/,United States,Asheville,NC,35.6009,-82.554,,,"Sun, 12 Dec 2010 00:00:28 +0000",0,1,14322.0,"Wed, 07 Mar 2012 03:47:06 +0000",14253.0,0,0.0,True,0,0,0,0,,,,,,,,,,,0.0,[],0.0,False
