auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Remington IPA,twain-s-billiards-and-tap-remington-ipa,IPA - American,30935,3888,https://untappd.akamaized.net/site/brewery_logos/brewery-3888_f9129.jpeg,Twain's Brewpub & Billiards,twains-brewpub-billiards,Brew Pub,https://www.facebook.com/TwainsDecatur,,http://www.twains.net,United States,Decatur,GA,33.7726,-84.2947,,,"Wed, 16 Feb 2011 02:39:08 +0000",0,1,,,,2,0.0,,0,11,10,0,,,,,,0.0,[],3.56383,False
0,9.0,"Don't be fooled by the golden hues and crisp taste of this beer, because it craftily hides it at 9%.  This sneaky Belgian-style Tripel was first conceived in 2011.  Brewed with German malt and Belgian candi syrup, it is devious and delicious.",0,https://untappd.akamaized.net/site/beer_logos/beer-121318_8ff8c_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-121318_317f2_hd.jpeg,Trickster Tripel,trap-rock-restaurant-and-brewery-trickster-tripel,Belgian Tripel,121318,1280,https://untappd.akamaized.net/site/brewery_logos/brewery-TrapRockRestaurantandBrewery_1280.jpeg,Trap Rock Restaurant and Brewery,trap-rock-restaurant-and-brewery,Brew Pub,https://www.facebook.com/TrapRockRestaurantBrewery/,,http://traprockrestaurant.net/,United States,Berkeley Heights,NJ,40.689,-74.4349,,,"Wed, 18 Jan 2012 17:14:34 +0000",0,1,121318.0,"Wed, 02 Apr 2014 20:19:17 +0000",30936.0,103,3.82039,,0,155,132,0,,,,,,0.0,[],3.69324,False
0,7.0,"En unik, m?rk filtreret ale p? 7,0 % alkohol. Brygget p? ?kologiske malte af byg, hvede og rug. Smagsat med en julehemmelig krydderiblanding. Fyldig, kompleks krydret duft og en kraftig syrlig og s?dmefuld smag med en let bitter finish.",0,https://untappd.akamaized.net/site/beer_logos/beer-NorrebrosJulebryg_30937.jpeg,,N?rrebros Julebryg,norrebro-bryghus-norrebros-julebryg,Winter Ale,30937,4993,https://untappd.akamaized.net/site/brewery_logos/brewery-norrebrobryghus_4993.jpeg,N?rrebro Bryghus,norrebro-bryghus,Micro Brewery,http://www.facebook.com/pages/N?rrebro-Bryghus/189487981067889,norrebrobryghus,http://www.noerrebrobryghus.dk,Denmark,Copenhagen,,55.6903,12.5639,,,"Wed, 16 Feb 2011 02:41:55 +0000",0,1,,,,1655,3.39758,,8,2009,1790,0,,,,,,5.0,"[{'beer': {'bid': 517884, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'norrebro-bryghus-norrebros-julebryg-2013', 'beer_name': 'N?rrebros Julebryg (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 896728, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'norrebro-bryghus-norrebros-julebryg-2011', 'beer_name': 'N?rrebros Julebryg (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1336120, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'norrebro-bryghus-norrebros-julebryg-2015', 'beer_name': 'N?rrebros Julebryg (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1822483, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'norrebro-bryghus-norrebros-julebryg-2016', 'beer_name': 'N?rrebros Julebryg (2016)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 2085274, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'norrebro-bryghus-norrebros-julebryg-2007', 'beer_name': 'N?rrebros Julebryg (2007)', 'is_vintage': 1, 'is_variant': 0}}]",3.43715,False
0,9.5,"A generous infusion of espresso adds yet another layer of complexity to this beer, combining with the vanilla oak character, intense roasty maltiness and bold hop profile to create a whole new breed of mythical creature.",75,https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg,,Espresso Oak Aged Yeti,great-divide-brewing-company-espresso-oak-aged-yeti,Stout - American Imperial / Double,5190,604,https://untappd.akamaized.net/site/brewery_logos/brewery-604_621e5.jpeg,Great Divide Brewing Company,great-divide-brewing-company,Micro Brewery,http://www.facebook.com/greatdividebrew,greatdividebrew,http://greatdivide.com/,United States,Denver,CO,39.7538,-104.988,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5190.0,"Thu, 01 Jan 1970 00:00:00 +0000",30938.0,43568,4.14286,,833,58215,48555,0,,,,,,5.0,"[{'beer': {'bid': 113135, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg', 'beer_slug': 'great-divide-brewing-company-espresso-oak-aged-yeti-2010', 'beer_name': 'Espresso Oak Aged Yeti (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 128155, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg', 'beer_slug': 'great-divide-brewing-company-espresso-oak-aged-yeti-2011', 'beer_name': 'Espresso Oak Aged Yeti (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 180387, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg', 'beer_slug': 'great-divide-brewing-company-espresso-oak-aged-yeti-2012', 'beer_name': 'Espresso Oak Aged Yeti (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 212755, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg', 'beer_slug': 'great-divide-brewing-company-espresso-oak-aged-yeti-2009', 'beer_name': 'Espresso Oak Aged Yeti (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 261617, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg', 'beer_slug': 'great-divide-brewing-company-espresso-oak-aged-yeti-2005', 'beer_name': 'Espresso Oak Aged Yeti (2005)', 'is_vintage': 1, 'is_variant': 0}}]",4.13943,False
0,4.3,"A traditional dry Irish stout, full flavoured yet smooth. Roasted barley flavours are nicely complimented by notes of vanilla and aniseed. Enjoy with robust meat dishes or on its own from the shelf. Contains a yeast sediment - store upright and pour carefully. Best served at 10-12 degC. ",40,https://untappd.akamaized.net/site/beer_logos/beer-30939_1bd95_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30939_79570_hd.jpeg,Black Rock Irish Stout,dungarvan-brewing-company-black-rock-irish-stout,Stout - Irish Dry,30939,8221,https://untappd.akamaized.net/site/brewery_logos/brewery-dungarvanbrewingcompany_8221.jpeg,Dungarvan Brewing Company,dungarvan-brewing-company,Micro Brewery,http://www.facebook.com/DungarvanBrewingCompany,DungarvanBrewCo,http://www.dungarvanbrewingcompany.com,Ireland,Dungarvan,Co. Waterford,52.096,-7.63087,,,"Wed, 16 Feb 2011 02:55:24 +0000",0,1,,,,1256,3.6051,,12,1576,1444,0,,,,,,0.0,[],3.61412,False
0,5.25,Amber Irish styled ale. Caramel malts and roasted barley give this beer it's characteristic flavor.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Infa-Red Ale,mad-brewer-infa-red-ale,Red Ale - Irish,30940,8222,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Mad Brewer,mad-brewer,Micro Brewery,,,,United States,North Ridgeville,OH,41.3959,-81.9994,,,"Wed, 16 Feb 2011 02:57:43 +0000",0,0,,,,5,0.0,,0,11,11,0,,,,,,0.0,[],3.52312,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Czech Pils,grudlann-macnaughton-czech-pils,Pilsner - Czech,30941,8223,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Grudlann Macnaughton,grudlann-macnaughton,Home Brewery,,,,United States,,,0.0,0.0,,,"Wed, 16 Feb 2011 02:59:01 +0000",1,1,,,,0,0.0,,0,4,4,0,,,,,,0.0,[],3.786,False
0,5.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-KancCountryMaplePorter_30942.jpeg,,Kanc Country Maple Porter,woodstock-inn-brewery-kanc-country-maple-porter,Porter - American,30942,1997,https://untappd.akamaized.net/site/brewery_logos/brewery-woodstockinnbrewery_1997.jpeg,Woodstock Inn Brewery,woodstock-inn-brewery,Micro Brewery,,,http://www.woodstockinnbrewery.com/,United States,North Woodstock,NH,44.0324,-71.6868,,,"Wed, 16 Feb 2011 03:02:00 +0000",0,1,,,,1639,3.57947,,130,2088,1836,0,,,,,,0.0,[],3.59075,False
0,0.0,First Born Pale Ale,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,First Born Pale Ale,antunez-brewing-first-born-pale-ale,Pale Ale - American,30943,8224,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Antunez Brewing,antunez-brewing,Micro Brewery,,,,Puerto Rico,,,0.0,0.0,,,"Wed, 16 Feb 2011 03:03:11 +0000",0,1,,,,0,0.0,,0,4,4,0,,,,,,0.0,[],3.59537,False
0,4.8,Blackberries added during the process; unfiltered.,20,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Purple Nurple,bluegrass-brewing-company-purple-nurple,Witbier,30944,2403,https://untappd.akamaized.net/site/brewery_logos/brewery-BluegrassBrewingCo_2403.jpeg,Bluegrass Brewing Company,bluegrass-brewing-company,Micro Brewery,https://www.facebook.com/#!/pages/Bluegrass-Brewing-Company-Restaurant-Brew-Pub-Brewpub-Brewery/98453561132,BBCBrewStMatts,http://www.bbcbrew.com,United States,St. Matthews,KY,38.253,-85.654,,,"Wed, 16 Feb 2011 03:04:55 +0000",0,1,,,,1,0.0,,0,5,4,0,,,,,,0.0,[],3.57953,False
0,8.0,"Our Irish-Style Extra Stout pours black and is an amped-up version of a traditional dry stout.  The addition of both roasted barley and Dark Crystal malted barley give Extra Stout undertones of chocolate, molasses and dried fruit.  The beer is generously hopped with East Kent Goldings to balance the sweetness from the malted barley.",45,https://untappd.akamaized.net/site/beer_logos/beer-14161_b72be_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14161_b2189_hd.jpeg,Irish-Style Extra Stout,schlafly-the-saint-louis-brewery-irish-style-extra-stout,Stout - Foreign / Export,14161,1092,https://untappd.akamaized.net/site/brewery_logos/brewery-schlaflybeerthesaintlouisbrewery_1092.jpeg,Schlafly - The Saint Louis Brewery,schlafly-the-saint-louis-brewery,Micro Brewery,http://www.facebook.com/schlaflybeer,schlafly,http://www.schlafly.com,United States,Saint Louis,MO,38.633,-90.2098,,,"Sat, 11 Dec 2010 10:34:36 +0000",0,1,14161.0,"Thu, 01 Jan 1970 00:00:00 +0000",30945.0,12262,3.78503,,16,19466,13689,0,,,,,,0.0,[],3.78178,False
0,4.8,"Top-fermented pale unfiltered wheat beer with a specific aroma, taste and appearance.

Our Weizenbier is characterized by its pleasant clove-like aroma typical of this type of beer and its strong intense flavor of zesty wheat with hints of banana dominating. It has a strong lively taste and medium body with the characteristic mild bitterness of Saaz hops. It is a high foamy unfiltered light yellow beer whose cloudiness is caused by yeast and a high protein content. It goes especially well with steaks and meats such as roasted duck or pork. It is also lovely with meatballs, sausages, seafood and soft cheeses such as mozzarella. The beer itself should be very carefully poured into a typically tall slim glass slightly closed at the top, which keeps the rich and dense foamy head. Swirl the remaining beer in the bottle before finishing it to maximize the yeasty cloudiness. It can be served with a slice of lemon at a temperature of 6 - 8?C. It perhaps ranks among festive beers which even women savour, thanks to its not overly-bitter taste. It is becoming a trend.",17,https://untappd.akamaized.net/site/beer_logos/beer-30947_b8f0a_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30947_d5b45_hd.jpeg,Prim?tor Weizenbier / Hefe-Weizen,primator-primator-weizenbier-hefe-weizen,Hefeweizen,30947,992,https://untappd.akamaized.net/site/brewery_logos/brewery-992_d9964.jpeg,Prim?tor,primator,Micro Brewery,https://www.facebook.com/Pivovar-PRIM?TOR-185654777248/,PrimatorUK,http://www.primator.cz/,Czech Republic,Nachod,,50.415,16.1714,,,"Wed, 16 Feb 2011 03:25:51 +0000",0,1,,,,7303,3.60259,,264,9346,8040,0,,,,,,0.0,[],3.60455,False
0,5.2,an Irish Stout with a hint of mint,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Irish Mint Stout,odd-side-ales-irish-mint-stout,Stout - Other,25929,5300,https://untappd.akamaized.net/site/brewery_logos/brewery-oddsideales_5300.jpeg,Odd Side Ales,odd-side-ales,Micro Brewery,http://www.facebook.com/pages/Odd-Side-Ales/168663362478,,http://oddsideales.com/,United States,Grand Haven,MI,43.065,-86.2327,,,"Sat, 22 Jan 2011 21:18:46 +0000",0,1,25929.0,"Fri, 04 May 2012 02:40:13 +0000",30948.0,66,3.42803,,0,102,95,0,,,,,,0.0,[],3.61027,False
0,9.0,"Don't be fooled by the golden hues and crisp taste of this beer, because it craftily hides it at 9%.  This sneaky Belgian-style Tripel was first conceived in 2011.  Brewed with German malt and Belgian candi syrup, it is devious and delicious.",0,https://untappd.akamaized.net/site/beer_logos/beer-121318_8ff8c_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-121318_317f2_hd.jpeg,Trickster Tripel,trap-rock-restaurant-and-brewery-trickster-tripel,Belgian Tripel,121318,1280,https://untappd.akamaized.net/site/brewery_logos/brewery-TrapRockRestaurantandBrewery_1280.jpeg,Trap Rock Restaurant and Brewery,trap-rock-restaurant-and-brewery,Brew Pub,https://www.facebook.com/TrapRockRestaurantBrewery/,,http://traprockrestaurant.net/,United States,Berkeley Heights,NJ,40.689,-74.4349,,,"Wed, 18 Jan 2012 17:14:34 +0000",0,1,121318.0,"Sat, 14 Jul 2012 17:53:57 +0000",30949.0,103,3.82039,,0,155,132,0,,,,,,0.0,[],3.69324,False
0,5.2,Like the cake known for its deep red color and rich chocolate flavor. This beer is for Valentines Day.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Red Velvet Ale,liberty-street-brewing-company-red-velvet-ale,Red Ale - American Amber / Red,30950,3236,https://untappd.akamaized.net/site/brewery_logos/brewery-LibertyStreetBrewingCompany_3236.jpeg,Liberty Street Brewing Company,liberty-street-brewing-company,Micro Brewery,,,libertystreetbeer.com,United States,Plymouth,MI,42.3791,-83.4612,,,"Wed, 16 Feb 2011 03:50:53 +0000",0,1,,,,23,3.53261,,1,35,33,0,,,,,,0.0,[],3.6426,False
0,7.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Wood Eye IPA,uncle-billy-s-brew-que-wood-eye-ipa,IPA - American,30951,3118,https://untappd.akamaized.net/site/brewery_logos/brewery-UncleBillysBrewQue_3118.jpeg,Uncle Billy's Brewery,uncle-billy-s-brewery,Brew Pub,,UncleBillys,http://www.unclebillys.com,United States,Austin,TX,30.2621,-97.7613,,,"Wed, 16 Feb 2011 03:52:49 +0000",0,0,,,,6,0.0,,0,17,17,0,,,,,,0.0,[],3.50239,False
0,5.3,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Luau Lager,waimea-brewing-company-luau-lager,Lager - North American Adjunct,30952,8226,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Waimea Brewing Company,waimea-brewing-company,Micro Brewery,,,,United States,Waimea,HI,21.9585,-159.674,,,"Wed, 16 Feb 2011 03:53:22 +0000",0,0,,,,8,0.0,,1,13,13,0,,,,,,0.0,[],3.55781,False
0,6.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Double Cherry Red Poppy,the-lost-abbey-double-cherry-red-poppy,Sour - Flanders Red Ale,30953,2712,https://untappd.akamaized.net/site/brewery_logos/brewery-2712_0b00a.jpeg,The Lost Abbey,the-lost-abbey,Micro Brewery,http://www.facebook.com/port.lostabbey,lostabbey,http://www.lostabbey.com/,United States,San Marcos,CA,33.1413,-117.15,,,"Wed, 16 Feb 2011 04:08:09 +0000",0,1,,,,267,4.22378,,2,337,326,0,,,,,,0.0,[],3.91831,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Off Kilter,single-track-brewery-off-kilter,Scottish Ale,30954,4187,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Single Track Brewery,single-track-brewery,Home Brewery,,,,United States,,,0.0,0.0,,,"Wed, 16 Feb 2011 04:10:59 +0000",1,1,,,,2,0.0,,0,16,5,0,,,,,,0.0,[],1.893,False
0,5.5,,55,https://untappd.akamaized.net/site/beer_logos/beer-BumpsBitter_30955.jpeg,,Bump's Bitter,coalition-brewing-co-bump-s-bitter,Extra Special / Strong Bitter,30955,6799,https://untappd.akamaized.net/site/brewery_logos/brewery-CoalitionBrewingCo_6799.jpeg,Coalition Brewing Co.,coalition-brewing-co,Micro Brewery,https://www.facebook.com/pages/Coalition-Brewing/273849830697,CoalitionBrewin,http://www.coalitionbrewing.com/,United States,Portland,OR,45.5221,-122.638,,,"Wed, 16 Feb 2011 04:11:53 +0000",0,1,,,,403,3.41998,,0,562,490,0,,,,,,0.0,[],3.51231,False
0,9.3,Brewed for SF Beer Week 2011,0,https://untappd.akamaized.net/site/beer_logos/beer-_31040_sm_7c32e37740b972c64df77cd6fefc4b.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_31040_hd_db8c35d6dd41926ec0d0c76ffc4c36.jpeg,San Francisco Fusion (2011),lagunitas-brewing-company-san-francisco-fusion-2011,IPA - Imperial / Double,31040,765,https://untappd.akamaized.net/site/brewery_logos/brewery-765_b53eb.jpeg,Lagunitas Brewing Company,lagunitas-brewing-company,Macro Brewery,https://www.facebook.com/LagunitasBrewingCo,lagunitasbeer,http://www.LAGUNITAS.com/,United States,Petaluma,CA,38.2724,-122.662,,,"Wed, 16 Feb 2011 23:10:15 +0000",0,0,31040.0,"Thu, 01 Jan 1970 00:00:00 +0000",30956.0,50,4.31,,0,146,130,0,7.0,San Francisco Fusion 2016,lagunitas-brewing-company-san-francisco-fusion-2016,1397917.0,128.0,,,3.72483,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Rococo Loco,verdant-famine-rococo-loco,Brown Ale - American,30957,8227,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Verdant Famine,verdant-famine,Home Brewery,,,,United States,,,0.0,0.0,,,"Wed, 16 Feb 2011 04:17:05 +0000",1,1,,,,1,0.0,,0,5,5,0,,,,,,0.0,[],2.524,False
0,4.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Wai'ale'ale Ale,waimea-brewing-company-wai-ale-ale-ale,Golden Ale,30958,8226,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Waimea Brewing Company,waimea-brewing-company,Micro Brewery,,,,United States,Waimea,HI,21.9585,-159.674,,,"Wed, 16 Feb 2011 04:20:37 +0000",0,0,,,,7,0.0,,0,14,14,0,,,,,,0.0,[],3.52307,False
0,10.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-HotMonkeyLove_30959.jpeg,,Hot Monkey Love,oliver-breweries-pratt-street-ale-house-hot-monkey-love,Barleywine - English,30959,10239,https://untappd.akamaized.net/site/brewery_logos/brewery-10239_006cc.jpeg,Oliver Brewing Co.,oliver-brewing-co,Micro Brewery,https://www.facebook.com/oliverbrewco/?fref=ts,OliverBrewingCo,http://www.oliverbrewingco.com,United States,Baltimore,MD,39.2866,-76.6182,,,"Wed, 16 Feb 2011 04:23:44 +0000",0,1,,,,254,3.84154,,1,350,326,0,,,,,,0.0,[],3.73734,False
0,9.1,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Headwrecker Strong Ale,san-diego-brewing-company-headwrecker-strong-ale,Strong Ale - American,30960,2904,https://untappd.akamaized.net/site/brewery_logos/brewery-SanDiegoBrewingCo_2904.jpeg,San Diego Brewing Company,san-diego-brewing-company,Micro Brewery,http://www.facebook.com/SanDiegoBrewing,SanDiegoBrewing,http://www.sandiegobrewing.com/,United States,San Diego,CA,32.7922,-117.099,,,"Wed, 16 Feb 2011 04:25:43 +0000",0,0,,,,0,0.0,,0,4,4,0,,,,,,0.0,[],3.59537,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blackie's Amber Ale,two-brothers-brewing-company-blackie-s-amber-ale,Red Ale - American Amber / Red,30961,1298,https://untappd.akamaized.net/site/brewery_logos/brewery-1298_ea7cf.jpeg,Two Brothers Brewing Company,two-brothers-brewing-company,Micro Brewery,http://www.facebook.com/TwoBrothersBrewing,twobrothersbeer,http://twobrothersbrewing.com/,United States,Warrenville,IL,41.8243,-88.2123,,,"Wed, 16 Feb 2011 04:31:29 +0000",0,1,,,,105,3.35714,,0,134,115,0,,,,,,0.0,[],3.57502,False
0,15.0,"Originally brewed in honor of the 1000th batch at our original Clybourn brewpub. A liquid as dark and dense as a black hole with thick foam the color of a bourbon barrel. The nose is an intense mix of charred oak, chocolate, vanilla, caramel and smoke. One sip has more flavor than your average case of beer.",60,https://untappd.akamaized.net/site/beer_logos/beer-8343_f9b52_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8343_9d0eb_hd.jpeg,Bourbon County Brand Stout,goose-island-beer-co-bourbon-county-brand-stout,Stout - American Imperial / Double,8343,2898,https://untappd.akamaized.net/site/brewery_logos/brewery-2898_7ee53.jpeg,Goose Island Beer Co.,goose-island-beer-co,Macro Brewery,https://m.facebook.com/Goose-Island-157863547303/,GooseIsland,http://www.gooseisland.com/,United States,Chicago,IL,41.8871,-87.6721,,,"Wed, 10 Nov 2010 11:57:10 +0000",0,1,8343.0,"Thu, 01 Jan 1970 00:00:00 +0000",30962.0,130159,4.43453,,1282,232485,143292,0,,,,,,5.0,"[{'beer': {'bid': 36791, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-mexican-hot-chocolate-stout', 'beer_name': 'Bourbon County Brand Mexican Hot Chocolate Stout', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 36808, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-chocolate-cherry-stout', 'beer_name': 'Bourbon County Brand Chocolate Cherry Stout', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 37281, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BourbonCountyStout2007_37281.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-stout-2007', 'beer_name': 'Bourbon County Brand Stout (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 37290, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BourbonCountyStout2008_37290.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-stout-2008', 'beer_name': 'Bourbon County Brand Stout (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 37393, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BourbonCountyBrandStout2009_37393.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-stout-2009', 'beer_name': 'Bourbon County Brand Stout (2009)', 'is_vintage': 1, 'is_variant': 0}}]",4.43269,False
0,6.0,"This beer is very unique and inspired by breweries in the Lambic region of Belgium and, especially, our friends at Cantillon. It is 100% spontaneously fermented, meaning yeast is not added. Once the beer is brewed, it is transferred to a cool-ship or ?horny? tank located in our barrel room at the pub. There it sits overnight and collects whatever funky wild yeast and bacteria may be living in the room. The next day it is transferred to oak wine barrels where it ferments wildly and ages for a few months. The end result is a wild, spontaneously fermented, sour, and tasty hand-crafted beer!",0,https://untappd.akamaized.net/site/beer_logos/beer-Beatification_13150.jpeg,,Beatification,russian-river-brewing-company-beatification,Sour - American Wild Ale,13150,5143,https://untappd.akamaized.net/site/brewery_logos/brewery-russianRiver.jpg,Russian River Brewing Company,russian-river-brewing-company,Micro Brewery,https://www.facebook.com/russianriverbrewing,,http://www.russianriverbrewing.com/,United States,Santa Rosa,CA,38.4418,-122.712,,,"Mon, 06 Dec 2010 13:37:15 +0000",0,1,13150.0,"Thu, 01 Jan 1970 00:00:00 +0000",30963.0,7307,4.50154,,46,10501,8543,0,,,,,,5.0,"[{'beer': {'bid': 159874, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BeatificationBatch001_159874.jpeg', 'beer_slug': 'russian-river-brewing-company-beatification-batch-001', 'beer_name': 'Beatification (Batch 001)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 159880, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BeatificationBatch005_159880.jpeg', 'beer_slug': 'russian-river-brewing-company-beatification-batch-005', 'beer_name': 'Beatification (Batch 005)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 184013, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BeatificationBatch003_184013.jpeg', 'beer_slug': 'russian-river-brewing-company-beatification-batch-003', 'beer_name': 'Beatification (Batch 003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 184899, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BeatificationBatch004_184899.jpeg', 'beer_slug': 'russian-river-brewing-company-beatification-batch-004', 'beer_name': 'Beatification (Batch 004)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 184901, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BeatificationBatch002_184901.jpeg', 'beer_slug': 'russian-river-brewing-company-beatification-batch-002', 'beer_name': 'Beatification (Batch 002)', 'is_vintage': 1, 'is_variant': 0}}]",4.46736,False
0,4.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Westside Wheat,waimea-brewing-company-westside-wheat,Pale Wheat Ale - American,30964,8226,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Waimea Brewing Company,waimea-brewing-company,Micro Brewery,,,,United States,Waimea,HI,21.9585,-159.674,,,"Wed, 16 Feb 2011 04:38:55 +0000",0,0,,,,4,0.0,,0,7,7,0,,,,,,0.0,[],3.54223,False
